HEADER
VTF File Version,1.0
VTF File Type,0
PID,6849
Generated on,2024-11-05 13:22:54
Resolution,ms
Min Resolution,ns
Trace Version,1.0
XRT Version,2023.1

STRUCTURE
Group_Start,Native API Host Trace
Dynamic_Row,1,Native XRT API Calls,API Events
Group_Start,Host to Device Data Transfers
Dynamic_Row,2,Reads,Read Transfers
Dynamic_Row,3,Writes,Write Transfers
Group_End,Host to Device Data Transfers
Group_End,Native API Host Trace

MAPPING
21,CCL
15,HBM[0]
16,HBM[1]
19,HBM[2]
18,HBM[3]
17,HBM[4]
20,HBM[5]
14,READ
5,WRITE
6,xrt::bo::address
3,xrt::bo::bo
9,xrt::bo::map
10,xrt::bo::size
4,xrt::bo::sync
1,xrt::device::device
2,xrt::device::load_xclbin
8,xrt::kernel::group_id
7,xrt::kernel::kernel
11,xrt::run::run
12,xrt::run::start
13,xrt::run::wait

EVENTS
1,0,0.310693,1,API_CALL,1
2,1,153.751089,1,API_CALL,1
3,0,153.767460,1,API_CALL,2
4,0,5794.699828,1,API_CALL,3
5,4,5809.029879,1,API_CALL,3
6,0,5809.043033,1,API_CALL,4
7,0,5809.043073,3,API_CALL,5
8,6,5819.163496,1,API_CALL,4
9,7,5819.163496,3,API_CALL,5
10,0,5819.195195,1,API_CALL,6
11,10,5819.203411,1,API_CALL,6
12,3,5819.636432,1,API_CALL,2
13,0,5819.662621,1,API_CALL,7
14,13,5831.777110,1,API_CALL,7
15,0,17650.947824,1,API_CALL,8
16,15,17650.948705,1,API_CALL,8
17,0,17650.953975,1,API_CALL,3
18,17,17672.800443,1,API_CALL,3
19,0,17672.808348,1,API_CALL,8
20,19,17672.808809,1,API_CALL,8
21,0,17672.810141,1,API_CALL,3
22,21,17693.913064,1,API_CALL,3
23,0,17693.918855,1,API_CALL,8
24,23,17693.919496,1,API_CALL,8
25,0,17693.920638,1,API_CALL,3
26,25,17693.981371,1,API_CALL,3
27,0,17693.982092,1,API_CALL,8
28,27,17693.982132,1,API_CALL,8
29,0,17693.982643,1,API_CALL,3
30,29,17693.990397,1,API_CALL,3
31,0,17693.991289,1,API_CALL,8
32,31,17693.991329,1,API_CALL,8
33,0,17693.992261,1,API_CALL,3
34,33,17694.018129,1,API_CALL,3
35,0,17694.018509,1,API_CALL,8
36,35,17694.018549,1,API_CALL,8
37,0,17694.018920,1,API_CALL,3
38,37,17694.026734,1,API_CALL,3
39,0,17694.029229,1,API_CALL,9
40,39,17694.029620,1,API_CALL,9
41,0,17694.030281,1,API_CALL,9
42,41,17694.030301,1,API_CALL,9
43,0,17694.030582,1,API_CALL,9
44,43,17694.030602,1,API_CALL,9
45,0,17694.031042,1,API_CALL,9
46,45,17694.031062,1,API_CALL,9
47,0,17694.031473,1,API_CALL,9
48,47,17694.031483,1,API_CALL,9
49,0,17694.031704,1,API_CALL,9
50,49,17694.031724,1,API_CALL,9
51,0,17880.978634,1,API_CALL,10
52,51,17880.981199,1,API_CALL,10
53,0,17881.005013,1,API_CALL,4
54,0,17881.005033,3,API_CALL,5
55,53,17904.375619,1,API_CALL,4
56,54,17904.375619,3,API_CALL,5
57,0,17904.394544,1,API_CALL,10
58,57,17904.394945,1,API_CALL,10
59,0,17904.397820,1,API_CALL,4
60,0,17904.397850,3,API_CALL,5
61,59,17929.062690,1,API_CALL,4
62,60,17929.062690,3,API_CALL,5
63,0,17929.079812,1,API_CALL,10
64,63,17929.080423,1,API_CALL,10
65,0,17929.083509,1,API_CALL,4
66,0,17929.083519,3,API_CALL,5
67,65,17929.556583,1,API_CALL,4
68,66,17929.556583,3,API_CALL,5
69,0,17929.572212,1,API_CALL,10
70,69,17929.572593,1,API_CALL,10
71,0,17929.575188,1,API_CALL,4
72,0,17929.575198,3,API_CALL,5
73,71,17929.780157,1,API_CALL,4
74,72,17929.780157,3,API_CALL,5
75,0,17929.796908,1,API_CALL,10
76,75,17929.797098,1,API_CALL,10
77,0,17929.799653,1,API_CALL,4
78,0,17929.799673,3,API_CALL,5
79,77,17930.063561,1,API_CALL,4
80,78,17930.063561,3,API_CALL,5
81,0,17930.112562,1,API_CALL,11
82,81,17930.158537,1,API_CALL,11
83,0,17930.164979,1,API_CALL,6
84,83,17930.165109,1,API_CALL,6
85,0,17930.167213,1,API_CALL,6
86,85,17930.167233,1,API_CALL,6
87,0,17930.168225,1,API_CALL,6
88,87,17930.168245,1,API_CALL,6
89,0,17930.169798,1,API_CALL,6
90,89,17930.169818,1,API_CALL,6
91,0,17930.170809,1,API_CALL,6
92,91,17930.170829,1,API_CALL,6
93,0,17930.171901,1,API_CALL,6
94,93,17930.171921,1,API_CALL,6
95,0,17930.173444,1,API_CALL,12
96,95,17930.180067,1,API_CALL,12
97,0,17930.185346,1,API_CALL,13
98,97,18218.557929,1,API_CALL,13
99,0,18218.601771,1,API_CALL,10
100,99,18218.602352,1,API_CALL,10
101,0,18218.607080,1,API_CALL,4
102,0,18218.607110,2,API_CALL,14
103,101,18218.704100,1,API_CALL,4
104,102,18218.704100,2,API_CALL,14
105,0,18405.224129,1,API_CALL,10
106,105,18405.224330,1,API_CALL,10
107,0,18405.227786,1,API_CALL,4
108,0,18405.227796,3,API_CALL,5
109,107,18428.573134,1,API_CALL,4
110,108,18428.573134,3,API_CALL,5
111,0,18428.591267,1,API_CALL,10
112,111,18428.591818,1,API_CALL,10
113,0,18428.595154,1,API_CALL,4
114,0,18428.595174,3,API_CALL,5
115,113,18453.317348,1,API_CALL,4
116,114,18453.317348,3,API_CALL,5
117,0,18453.334801,1,API_CALL,10
118,117,18453.335101,1,API_CALL,10
119,0,18453.337456,1,API_CALL,4
120,0,18453.337476,3,API_CALL,5
121,119,18453.809509,1,API_CALL,4
122,120,18453.809509,3,API_CALL,5
123,0,18453.825528,1,API_CALL,10
124,123,18453.825999,1,API_CALL,10
125,0,18453.828403,1,API_CALL,4
126,0,18453.828424,3,API_CALL,5
127,125,18453.925393,1,API_CALL,4
128,126,18453.925393,3,API_CALL,5
129,0,18453.935912,1,API_CALL,10
130,129,18453.936223,1,API_CALL,10
131,0,18453.938728,1,API_CALL,4
132,0,18453.938758,3,API_CALL,5
133,131,18454.347353,1,API_CALL,4
134,132,18454.347353,3,API_CALL,5
135,0,18454.396634,1,API_CALL,11
136,135,18454.398498,1,API_CALL,11
137,0,18454.404178,1,API_CALL,6
138,137,18454.404329,1,API_CALL,6
139,0,18454.406002,1,API_CALL,6
140,139,18454.406042,1,API_CALL,6
141,0,18454.407014,1,API_CALL,6
142,141,18454.407044,1,API_CALL,6
143,0,18454.407755,1,API_CALL,6
144,143,18454.407785,1,API_CALL,6
145,0,18454.408506,1,API_CALL,6
146,145,18454.408536,1,API_CALL,6
147,0,18454.409158,1,API_CALL,6
148,147,18454.409198,1,API_CALL,6
149,0,18454.411191,1,API_CALL,12
150,149,18454.424977,1,API_CALL,12
151,0,18454.429255,1,API_CALL,13
152,151,18782.114134,1,API_CALL,13
