edge_from,edge_to,scores,labels
785,1143,1.2109340730148688e-07,-1
786,1144,9.67168887200387e-08,-1
785,1144,2.8243508154446317e-07,-1
767,1758,3.451549127930775e-05,-1
849,1412,1.245794464921346e-05,-1
845,1412,0.11242017149925232,-1
848,1412,8.195189366233535e-06,-1
846,1413,0.9977433681488037,-1
805,1378,3.79498305846937e-06,-1
835,1409,1.936585931616719e-06,-1
769,1203,7.942619959067088e-06,-1
818,1137,0.0067855180241167545,-1
803,1137,1.0650611329765525e-05,-1
803,1136,9.691335435491055e-06,-1
874,1408,0.0007274119998328388,-1
781,1138,1.0017603102596695e-07,-1
780,1138,1.0253560134287909e-07,-1
811,1428,6.05828915922757e-07,-1
811,1427,2.445706741127651e-06,-1
904,1479,1.1584395309682805e-07,-1
840,1216,0.0013835066929459572,-1
819,1216,0.0004353684198576957,-1
819,1202,3.529271634761244e-05,-1
339,1184,0.00024616383598186076,-1
212,1127,8.744591468712315e-07,-1
213,1127,0.0002919364778790623,-1
702,1099,3.6657504551840248e-06,-1
711,1100,2.686577147414937e-07,-1
776,1125,0.0007966783014126122,-1
746,1370,2.258730802395803e-07,-1
745,1378,2.310949184902711e-06,-1
746,1378,1.7129150364780799e-06,-1
774,1203,0.0005235146963968873,-1
786,1186,9.60524815241115e-08,-1
785,1186,1.0103568826025366e-07,-1
786,1172,3.804948846664047e-06,-1
772,1123,2.7524794859346002e-05,-1
859,1152,9.574023351888172e-07,-1
859,1153,1.7018120956890925e-07,-1
882,1153,1.3210265592533688e-07,-1
958,1441,5.8673049352364615e-06,-1
820,1409,9.297079373027373e-07,-1
821,1409,2.5937583814084064e-06,-1
822,1409,2.620041072987078e-07,-1
752,1200,1.8019599679064413e-07,-1
855,1216,0.00325719709508121,-1
819,1170,6.51157897664234e-05,-1
978,1473,0.0010386196663603187,-1
682,1120,5.4289866966428235e-06,-1
970,1449,0.0007063032244332135,-1
952,1458,2.3857846827013418e-05,-1
